"","month","calYear","count","sitename","sitelat","sitelong","equipNO"
"1","11",2007,85,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"2","12",2007,192,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"3","01",2008,293,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"4","02",2008,215,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"5","03",2008,171,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"6","04",2008,117,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"7","05",2008,6,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"8","06",2008,11,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"9","07",2008,29,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"10","08",2008,55,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"11","09",2008,102,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"12","10",2008,121,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"13","11",2008,228,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"14","12",2008,140,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"15","01",2009,318,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"16","02",2009,194,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"17","03",2009,352,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"18","04",2009,239,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"19","05",2009,194,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"20","06",2009,108,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"21","07",2009,74,"Dome Forest View platform to Waiwhu rd",-36.3597319109657,174.62029451985,100057092
"22","05",2008,277,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"23","06",2008,174,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"24","07",2008,108,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"25","08",2008,151,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"26","09",2008,391,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"27","10",2008,445,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"28","11",2008,351,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"29","12",2008,419,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"30","01",2009,551,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"31","02",2009,294,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"32","03",2009,307,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"33","04",2009,434,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"34","05",2009,165,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"35","06",2009,206,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"36","07",2009,224,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"37","08",2009,210,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"38","09",2009,237,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"39","10",2009,266,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"40","11",2009,438,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"41","12",2009,397,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"42","01",2010,563,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"43","02",2010,372,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"44","03",2010,382,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"45","04",2010,433,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"46","05",2010,331,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"47","06",2010,238,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"48","07",2010,233,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"49","08",2010,196,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"50","09",2010,297,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"51","10",2010,325,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"52","11",2010,279,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"53","12",2010,504,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"54","01",2011,671,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"55","02",2011,246,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"56","03",2011,395,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"57","04",2011,378,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"58","05",2011,198,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"59","06",2011,224,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"60","07",2011,145,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"61","08",2011,108,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"62","09",2011,234,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"63","10",2011,316,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"64","11",2011,214,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"65","12",2011,413,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"66","01",2012,560,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"67","02",2012,303,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"68","03",2012,336,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"69","04",2012,393,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"70","05",2012,322,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"71","06",2012,148,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"72","07",2012,292,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"73","08",2012,56,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"74","09",2012,19,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"75","10",2012,193,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"76","11",2012,233,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"77","12",2012,437,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"78","01",2013,493,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"79","02",2013,279,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"80","03",2013,399,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"81","04",2013,260,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"82","05",2013,174,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"83","06",2013,197,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"84","07",2013,235,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"85","08",2013,248,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"86","09",2013,169,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"87","10",2013,219,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"88","11",2013,174,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"89","12",2013,281,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"90","01",2014,437,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"91","02",2014,210,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"92","03",2014,378,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"93","04",2014,334,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"94","05",2014,240,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"95","06",2014,172,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"96","07",2014,91,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"97","08",2014,86,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"98","09",2014,98,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"99","10",2014,198,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"100","11",2014,183,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"101","12",2014,282,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"102","01",2015,693,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"103","02",2015,228,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"104","03",2015,202,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"105","04",2015,200,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"106","05",2015,148,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"107","06",2015,83,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"108","07",2015,130,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"109","08",2015,71,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"110","09",2015,131,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"111","10",2015,210,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"112","11",2015,236,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"113","12",2015,359,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"114","01",2016,529,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"115","02",2016,284,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"116","03",2016,455,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"117","04",2016,257,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"118","05",2016,351,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"119","06",2016,161,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"120","07",2016,133,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"121","08",2016,149,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"122","09",2016,154,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"123","10",2016,213,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"124","11",2016,172,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"125","12",2016,411,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"126","01",2017,490,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"127","02",2017,418,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"128","03",2017,363,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"129","04",2017,361,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"130","05",2017,183,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"131","06",2017,139,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"132","07",2017,94,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"133","08",2017,118,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"134","09",2017,138,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"135","10",2017,164,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"136","11",2017,88,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"137","12",2017,390,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"138","01",2018,607,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"139","02",2018,412,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"140","03",2018,389,"Round Hill Track",-46.3316799596649,167.832460748357,100057063
"141","10",2008,216,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"142","11",2008,333,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"143","12",2008,563,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"144","01",2009,605,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"145","02",2009,552,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"146","03",2009,619,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"147","04",2009,444,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"148","05",2009,89,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"149","06",2009,69,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"150","07",2009,16,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"151","08",2009,52,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"152","09",2009,97,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"153","10",2009,294,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"154","11",2009,437,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"155","12",2009,402,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"156","01",2010,644,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"157","02",2010,560,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"158","03",2010,593,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"159","04",2010,332,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"160","05",2010,129,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"161","06",2010,59,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"162","07",2010,28,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"163","08",2010,56,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"164","09",2010,89,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"165","10",2010,188,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"166","11",2010,290,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"167","12",2010,420,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"168","01",2011,510,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"169","02",2011,497,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"170","03",2011,479,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"171","04",2011,328,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"172","05",2011,88,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"173","06",2011,38,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"174","07",2011,63,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"175","08",2011,18,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"176","09",2011,65,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"177","10",2011,134,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"178","11",2011,254,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"179","12",2011,286,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"180","01",2012,437,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"181","02",2012,343,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"182","03",2012,360,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"183","04",2012,303,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"184","05",2012,103,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"185","06",2012,54,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"186","07",2012,20,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"187","08",2012,48,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"188","09",2012,106,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"189","10",2012,164,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"190","11",2012,250,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"191","12",2012,362,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"192","01",2013,344,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"193","02",2013,327,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"194","03",2013,462,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"195","04",2013,243,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"196","05",2013,108,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"197","06",2013,27,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"198","07",2013,34,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"199","08",2013,47,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"200","09",2013,103,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"201","10",2013,123,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"202","11",2013,297,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"203","12",2013,317,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"204","01",2014,423,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"205","02",2014,394,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"206","03",2014,388,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"207","04",2014,316,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"208","05",2014,103,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"209","06",2014,58,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"210","07",2014,44,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"211","08",2014,38,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"212","09",2014,74,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"213","10",2014,143,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"214","11",2014,289,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"215","12",2014,419,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"216","01",2015,509,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"217","02",2015,496,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"218","03",2015,520,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"219","04",2015,315,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"220","05",2015,135,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"221","06",2015,48,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"222","07",2015,13,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"223","08",2015,46,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"224","09",2015,114,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"225","10",2015,199,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"226","11",2015,259,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"227","12",2015,442,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"228","01",2016,563,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"229","02",2016,617,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"230","03",2016,624,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"231","04",2016,346,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"232","05",2016,88,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"233","06",2016,61,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"234","07",2016,30,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"235","08",2016,43,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"236","09",2016,91,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"237","10",2016,191,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"238","11",2016,293,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"239","12",2016,422,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"240","01",2017,508,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"241","02",2017,495,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"242","03",2017,520,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"243","04",2017,419,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"244","05",2017,132,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"245","06",2017,59,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"246","07",2017,26,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"247","08",2017,60,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"248","09",2017,94,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"249","10",2017,191,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"250","11",2017,340,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"251","12",2017,404,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"252","01",2018,628,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"253","02",2018,602,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"254","03",2018,617,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"255","04",2018,390,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"256","05",2018,153,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"257","06",2018,52,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"258","07",2018,12,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"259","08",2018,49,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"260","09",2018,71,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"261","10",2018,189,"Lower Greenstone tk",-44.9476585705025,168.28788197566,100081557
"262","08",2011,157,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"263","09",2011,197,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"264","10",2011,397,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"265","11",2011,833,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"266","12",2011,1066,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"267","01",2012,1518,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"268","02",2012,1308,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"269","03",2012,1118,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"270","04",2012,1035,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"271","05",2012,456,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"272","06",2012,306,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"273","07",2012,106,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"274","08",2012,259,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"275","09",2012,293,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"276","10",2012,378,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"277","11",2012,733,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"278","12",2012,986,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"279","01",2013,1040,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"280","02",2013,1188,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"281","03",2013,1263,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"282","04",2013,790,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"283","05",2013,286,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"284","06",2013,118,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"285","07",2013,153,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"286","08",2013,201,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"287","09",2013,287,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"288","10",2013,419,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"289","11",2013,750,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"290","12",2013,845,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"291","01",2014,1200,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"292","02",2014,1170,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"293","03",2014,1251,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"294","04",2014,991,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"295","05",2014,277,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"296","06",2014,226,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"297","07",2014,182,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"298","08",2014,310,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"299","09",2014,238,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"300","10",2014,303,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"301","11",2014,717,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"302","12",2014,1082,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"303","01",2015,1339,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"304","02",2015,1297,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"305","03",2015,1170,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"306","04",2015,719,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"307","05",2015,350,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"308","06",2015,123,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"309","07",2015,95,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"310","08",2015,410,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"311","09",2015,405,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"312","10",2015,416,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"313","11",2015,718,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"314","12",2015,1368,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"315","01",2016,1655,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"316","02",2016,1509,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"317","03",2016,1296,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"318","04",2016,741,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"319","05",2016,241,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"320","06",2016,157,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"321","07",2016,180,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"322","08",2016,188,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"323","09",2016,357,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"324","10",2016,608,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"325","11",2016,877,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"326","12",2016,1400,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"327","01",2017,1529,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"328","02",2017,1578,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"329","03",2017,1611,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"330","04",2017,1153,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"331","05",2017,414,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"332","06",2017,214,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"333","07",2017,131,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"334","08",2017,266,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"335","09",2017,355,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
"336","10",2017,596,"Lower Greenstone tk",-44.9321880770577,168.333695141388,100089349
